timestamp,close
2019-07-02,136.5800
2019-07-01,135.6800
2019-06-28,133.9600
2019-06-27,134.1500
2019-06-26,133.9300
2019-06-25,133.4300
2019-06-24,137.7800
2019-06-21,136.9700
2019-06-20,136.9500
2019-06-19,135.6900
2019-06-18,135.1600
2019-06-17,132.8500
2019-06-14,132.4500
2019-06-13,132.3200
2019-06-12,131.4900
2019-06-11,132.1000
2019-06-10,132.6000
2019-06-07,131.4000
2019-06-06,127.8200
2019-06-05,125.8300
2019-06-04,123.1600
2019-06-03,119.8400
2019-05-31,123.6800
2019-05-30,125.7300
2019-05-29,124.9400
2019-05-28,126.1600
2019-05-24,126.2400
2019-05-23,126.1800
2019-05-22,127.6700
2019-05-21,126.9000
2019-05-20,126.2200
2019-05-17,128.0700
2019-05-16,128.9300
2019-05-15,126.0200
2019-05-14,124.7300
2019-05-13,123.3500
2019-05-10,127.1300
2019-05-09,125.5000
2019-05-08,125.5100
2019-05-07,125.5200
2019-05-06,128.1500
2019-05-03,128.9000
2019-05-02,126.2100
2019-05-01,127.8800
2019-04-30,130.6000
2019-04-29,129.7700
2019-04-26,129.8900
2019-04-25,129.1500
2019-04-24,125.0100
2019-04-23,125.4400
2019-04-22,123.7600
2019-04-18,123.3700
2019-04-17,121.7700
2019-04-16,120.7700
2019-04-15,121.0500
2019-04-12,120.9500
2019-04-11,120.3300
2019-04-10,120.1900
2019-04-09,119.2800
2019-04-08,119.9300
2019-04-05,119.8900
2019-04-04,119.3600
2019-04-03,119.9700
2019-04-02,119.1900
2019-04-01,119.0200
2019-03-29,117.9400
2019-03-28,116.9300
2019-03-27,116.7700
2019-03-26,117.9100
2019-03-25,117.6600
2019-03-22,117.0500
2019-03-21,120.2200
2019-03-20,117.5200
2019-03-19,117.6500
2019-03-18,117.5700
2019-03-15,115.9100
2019-03-14,114.5900
2019-03-13,114.5000
2019-03-12,113.6200
2019-03-11,112.8300
2019-03-08,110.5100
2019-03-07,110.3900
2019-03-06,111.7500
2019-03-05,111.7000
2019-03-04,112.2600
2019-03-01,112.5300
2019-02-28,112.0300
2019-02-27,112.1700
2019-02-26,112.3600
2019-02-25,111.5900
2019-02-22,110.9700
2019-02-21,109.4100
2019-02-20,107.1500
2019-02-19,108.1700
2019-02-15,108.2200
2019-02-14,106.9000
2019-02-13,106.8100
2019-02-12,106.8900
2019-02-11,105.2500
2019-02-08,105.6700
2019-02-07,105.2700
2019-02-06,106.0300
2019-02-05,107.2200
2019-02-04,105.7400
2019-02-01,102.7800
2019-01-31,104.4300
2019-01-30,106.3800
2019-01-29,102.9400
2019-01-28,105.0800
2019-01-25,107.1700
2019-01-24,106.2000
2019-01-23,106.7100
2019-01-22,105.6800
2019-01-18,107.7100
2019-01-17,106.1200
2019-01-16,105.3800
2019-01-15,105.0100
2019-01-14,102.0500
2019-01-11,102.8000
2019-01-10,103.6000
2019-01-09,104.2700
2019-01-08,102.8000
2019-01-07,102.0600
2019-01-04,101.9300
2019-01-03,97.4000
2019-01-02,101.1200
2018-12-31,101.5700
2018-12-28,100.3900
2018-12-27,101.1800
2018-12-26,100.5600
2018-12-24,94.1300
2018-12-21,98.2300
2018-12-20,101.5100
2018-12-19,103.6900
2018-12-18,103.9700
2018-12-17,102.8900
2018-12-14,106.0300
2018-12-13,109.4500
2018-12-12,109.0800
2018-12-11,108.5900
2018-12-10,107.5900
2018-12-07,104.8200
2018-12-06,109.1900
2018-12-04,108.5200
2018-12-03,112.0900
2018-11-30,110.8900
2018-11-29,110.1900
2018-11-28,111.1200
2018-11-27,107.1400
2018-11-26,106.4700
2018-11-23,103.0700
2018-11-21,103.1100
2018-11-20,101.7100
2018-11-19,104.6200
2018-11-16,108.2900
2018-11-15,107.2800
2018-11-14,104.9700
2018-11-13,106.9400
2018-11-12,106.8700
2018-11-09,109.5700
2018-11-08,111.7500
2018-11-07,111.9600
2018-11-06,107.7200
2018-11-05,107.5100
2018-11-02,106.1600
2018-11-01,105.9200
2018-10-31,106.8100
2018-10-30,103.7300
2018-10-29,103.8500
2018-10-26,106.9600
2018-10-25,108.3000
2018-10-24,102.3200
2018-10-23,108.1000
2018-10-22,109.6300
2018-10-19,108.6600
2018-10-18,108.5000
2018-10-17,110.7100
2018-10-16,111.0000
2018-10-15,107.6000
2018-10-12,109.5700
2018-10-11,105.9100
2018-10-10,106.1600
2018-10-09,112.2600
2018-10-08,110.8500
2018-10-05,112.1300
2018-10-04,112.7900
2018-10-03,115.1700
2018-10-02,115.1500
2018-10-01,115.6100
2018-09-28,114.3700
2018-09-27,114.4100
2018-09-26,113.9800
2018-09-25,114.4500
2018-09-24,114.6700
2018-09-21,114.2600
2018-09-20,113.5700
2018-09-19,111.7000
2018-09-18,113.2100
2018-09-17,112.1400
2018-09-14,113.3700
2018-09-13,112.9100
2018-09-12,111.7100
2018-09-11,111.2400
2018-09-10,109.3800
2018-09-07,108.2100
2018-09-06,108.7400
2018-09-05,108.4900
2018-09-04,111.7100
2018-08-31,112.3300
2018-08-30,111.9500
2018-08-29,112.0200
2018-08-28,110.2600
2018-08-27,109.6000
2018-08-24,108.4000
2018-08-23,107.5600
2018-08-22,107.0600
2018-08-21,105.9800
2018-08-20,106.8700
2018-08-17,107.5800
2018-08-16,107.6400
2018-08-15,107.6600
2018-08-14,109.5600
2018-08-13,108.2100
2018-08-10,109.0000
2018-08-09,109.6700
2018-08-08,109.4900
2018-08-07,108.8800
2018-08-06,108.1300
2018-08-03,108.0400
2018-08-02,107.5700
2018-08-01,106.2800
2018-07-31,106.0800
2018-07-30,105.3700
2018-07-27,107.6800
2018-07-26,109.6200
2018-07-25,110.8300
2018-07-24,107.6600
2018-07-23,107.9700
2018-07-20,106.2700
2018-07-19,104.4000
2018-07-18,105.1200
2018-07-17,105.9500
2018-07-16,104.9100
2018-07-13,105.4300
2018-07-12,104.1900
2018-07-11,101.9800
2018-07-10,102.1200
2018-07-09,101.8500
2018-07-06,101.1600
2018-07-05,99.7600
2018-07-03,99.0500
2018-07-02,100.0100
2018-06-29,98.6100
2018-06-28,98.6300
2018-06-27,97.5400
2018-06-26,99.0800
2018-06-25,98.3900
2018-06-22,100.4100
2018-06-21,101.1400
2018-06-20,101.8700
2018-06-19,100.8600
2018-06-18,100.8600
2018-06-15,100.1300
2018-06-14,101.4200
2018-06-13,100.8500
2018-06-12,101.3100
2018-06-11,101.0500
2018-06-08,101.6300
2018-06-07,100.8800
2018-06-06,102.4900
2018-06-05,102.1900
2018-06-04,101.6700
2018-06-01,100.7900
2018-05-31,98.8400
2018-05-30,98.9500
2018-05-29,98.0100
2018-05-25,98.3600
2018-05-24,98.3100
2018-05-23,98.6600
2018-05-22,97.5000
2018-05-21,97.6000
